name,pros_name,pros_gen,ram,ssd,hdd,graphic_card,os,display,touch,warranty,rating,price
MSI,Intel Core i7,11,16,512,1024,4,Windows 11 ,15.6,0,2,4.2,68990
Acer,Intel Core i5,13,16,512,0,0,Windows 11 ,14.0,0,1,4.2,62990
DELL,Intel Core i5,11,8,512,0,2,Windows 11 ,15.6,0,1,4.2,70430
MSI,Intel Core i9,13,64,4096,0,16,Windows 11 ,17.3,0,2,4.2,590990
Lenovo,Intel Core i5,12,8,512,0,4,Windows 11 ,15.6,0,1,4.2,85998
ASUS,AMD Ryzen 5,0,8,512,0,0,Windows 11 ,14.1,1,1,4.2,55990
MSI,Intel Core i7,13,16,1024,0,0,Windows 11 ,13.4,0,2,4.2,137990
DELL,AMD Ryzen 5,0,8,512,0,0,Windows 11 ,14.0,0,1,4.1,55990
MSI,Intel Core i7,13,16,1024,0,0,Windows 11 ,16.0,0,2,4.2,169990
HP,Intel Core i5,11,8,512,0,4,Windows 11 ,15.6,0,1,4.5,67490
DELL,AMD Ryzen 3,0,8,256,0,0,Windows 11 ,14.0,0,1,4.4,41568
MSI,Intel Core i5,11,16,512,1024,4,Windows 11 ,15.6,0,2,4.2,62990
MSI,Intel Core i5,11,8,512,0,4,Windows 11 ,15.6,0,2,4.2,54990
MSI,Intel Core i5,11,16,256,1024,4,Windows 11 ,15.6,0,2,4.2,84990
Lenovo,Intel Core i5,11,16,512,0,0,Windows 10 ,14.0,1,3,4.6,99999
APPLE,Apple M2 Processor,0,8,256,0,0,Mac OS ,13.3,0,1,4.5,119990
DELL,Intel Core i5,11,16,512,0,2,Windows 11 ,15.6,0,1,3.8,61999
MSI,Intel Core i5,11,16,512,0,0,Windows 10 ,14.0,0,1,4.6,64990
ASUS,Intel Core i5,13,16,512,0,0,Windows 11 ,14.0,1,1,4.2,98109
DELL,AMD Ryzen 5,0,8,512,0,0,Windows 11 ,14.0,1,1,4.2,78061
HP,Intel Core i3,11,8,512,0,0,Windows 11 ,15.6,0,1,4.1,41299
DELL,Intel Core i5,12,16,512,0,0,Windows 11 ,13.3,0,1,4.1,82990
DELL,Intel Core i3,12,8,512,0,0,Windows 11 ,14.0,0,1,4.3,44800
DELL,Other AMD Processors,0,8,256,0,0,Windows 11 ,15.6,0,1,4.2,47852
DELL,AMD Ryzen 3,0,8,256,1024,0,Windows 11 ,15.6,0,1,4.2,42999
ASUS,AMD Ryzen 5,0,16,512,0,0,Windows 11 ,15.6,0,1,4.2,54990
MSI,Intel Core i7,12,16,1024,0,6,Windows 11 ,15.6,0,2,3.8,129490
MSI,Intel Core i7,13,32,1024,0,8,Windows 11 ,16.0,0,2,4.2,212990
HP,Intel Core i5,11,16,512,0,0,Windows 11 ,14.0,1,1,3.9,72990
HP,Intel Core i5,11,8,512,0,0,Windows 11 ,15.6,0,1,4.3,55490
Lenovo,Intel Core i7,11,16,512,0,0,Windows 10 ,15.0,0,1,4.2,140131
MSI,Intel Core i5,12,8,512,0,4,Windows 11 ,15.6,0,2,4.2,74990
DELL,Intel Core i3,10,4,256,0,0,Windows 10 ,15.0,0,1,4.4,37490
ASUS,Intel Core i5,10,8,512,0,4,Windows 11 ,15.6,0,1,4.4,55990
ASUS,Intel Core i3,11,8,256,0,0,Windows 11 ,15.6,0,1,3.0,42291
ASUS,AMD Ryzen 5,0,16,1024,0,0,Windows 11 ,14.0,0,1,4.8,80990
DELL,Intel Core i3,10,8,256,0,0,Windows 11 ,15.0,0,1,4.3,44190
HP,Intel Core i3,11,8,512,0,0,Windows 11 ,15.6,0,1,4.7,35490
APPLE,Apple M1 Pro,0,16,1024,0,0,Mac OS ,16.2,0,1,4.8,243990
ASUS,Intel Core i7,12,16,512,0,0,Windows 11 ,16.0,0,1,4.2,89990
ASUS,AMD Ryzen 5,0,16,512,0,0,Windows 11 ,16.0,0,1,4.4,52990
MSI,Intel Core i5,11,8,512,0,4,Windows 11 ,15.6,0,2,4.2,67990
DELL,Intel Core i5,13,16,512,0,0,Windows 11 ,14.0,0,1,4.2,75990
ALIENWARE,Intel Core i7,10,16,512,0,6,Windows 10 ,15.6,0,1,4.9,188490
DELL,AMD Ryzen 7,0,16,512,0,0,Windows 11 ,16.0,0,1,5.0,73890
Acer,Intel Core i5,11,8,512,0,0,Windows 11 ,14.0,0,1,3.4,36990
ASUS,Intel Core i5,13,16,512,0,0,Windows 11 ,14.0,0,1,4.7,97990
Lenovo,Intel Core i3,11,8,256,0,0,DOS ,15.6,0,2,3.7,35990
Lenovo,Intel Core i3,11,8,256,0,0,Windows 11 ,14.0,0,2,4.2,37490
APPLE,Apple M1 Pro,0,16,1024,0,0,Mac OS ,14.2,0,1,4.8,225090
ASUS,Intel Core i5,10,8,512,0,4,Windows 11 ,15.6,0,1,3.9,54990
ASUS,Intel Core i7,13,16,1024,0,0,Windows 11 ,13.3,0,1,4.2,129990
DELL,AMD Ryzen 5,0,8,512,0,0,Windows 11 ,15.6,0,1,4.1,53490
MSI,Intel Core i5,11,8,512,0,4,Windows 11 ,15.6,0,2,4.2,83990
ASUS,AMD Ryzen 9,0,16,1024,0,0,Windows 11 ,15.6,0,1,4.2,159990
Infinix,Intel Core i5,11,16,512,0,0,Windows 11 ,15.6,0,1,4.3,52990
Acer,Intel Core i7,12,16,1024,0,6,Windows 11 ,15.6,0,1,5.0,149990
HP,Intel Core i5,13,8,512,0,0,Windows 11 ,15.6,0,1,3.9,62990
HP,Intel Core i3,11,8,256,0,0,Windows 11 ,15.6,0,1,4.2,42990
ASUS,AMD Ryzen 7,0,8,512,0,0,Windows 10 ,14.0,0,1,4.3,60669
ASUS,AMD Ryzen 7,0,16,1024,0,0,Windows 11 ,14.0,0,1,4.2,94990
APPLE,Apple M1 Pro,0,16,1024,0,0,Mac OS ,14.2,0,1,4.8,225090
DELL,Intel Core i5,11,8,512,0,0,Windows 11 ,14.0,0,1,4.2,54500
ASUS,Intel Core i9,12,32,1024,0,0,Windows 11 ,16.0,0,1,4.2,239990
DELL,AMD Ryzen 5,0,8,512,0,0,Windows 11 ,16.0,0,1,4.2,63331
HP,Intel Core i3,11,8,512,0,0,Windows 11 ,14.0,0,1,4.3,40499
DELL,Intel Core i7,12,16,512,0,4,Windows 11 ,14.0,0,1,4.2,167990
Acer,AMD Ryzen 7,0,8,512,0,0,Windows 10 ,15.6,0,1,5.0,55990
ASUS,Intel Core i5,12,16,512,0,0,Windows 11 ,14.0,0,1,3.8,89990
HP,AMD Ryzen 5,0,16,512,0,0,Windows 11 ,15.6,0,1,4.3,45890
DELL,Intel Core i5,12,8,512,0,0,Windows 11 ,14.0,0,1,4.2,54900
Lenovo,Intel Core i5,10,8,256,1024,0,Windows 10 ,15.6,0,1,4.4,69490
Ultimus,Intel Core i5,10,8,512,0,0,Windows 11 ,14.1,0,1,4.2,28990
DELL,Intel Core i5,11,16,512,0,0,Windows 11 ,15.6,0,1,4.3,49890
DELL,Intel Core i5,12,8,512,0,0,Windows 11 ,15.6,0,1,4.2,59999
DELL,Intel Core i3,11,8,256,0,0,Windows 10 ,14.0,0,1,4.2,42907
HP,AMD Ryzen 5,0,8,512,0,4,Windows 11 ,15.6,0,1,4.8,63390
ASUS,AMD Ryzen 7,0,16,512,0,0,Windows 11 ,15.6,0,1,4.3,93819
ASUS,Intel Core i9,12,32,1024,0,16,Windows 11 ,15.6,0,1,4.2,241990
ASUS,AMD Ryzen 5,0,8,512,0,0,Windows 11 ,14.0,0,1,4.2,42990
Lenovo,Intel Core i3,12,8,512,0,0,DOS ,14.0,0,1,2.7,37990
ASUS,AMD Ryzen 7,0,16,512,0,4,Windows 11 ,15.6,0,1,4.2,94990
MSI,Intel Core i5,11,16,256,1024,4,Windows 11 ,15.6,0,2,4.3,62990
MSI,Intel Core i5,11,16,512,0,4,Windows 11 ,15.6,0,2,4.2,56990
ASUS,Intel Core i5,13,16,512,0,0,Windows 11 ,15.6,0,1,4.2,82990
Acer,AMD Ryzen 5,0,8,512,0,0,Windows 11 ,14.0,0,1,4.2,49990
DELL,Intel Core i5,11,16,512,0,0,Windows 11 ,13.4,0,1,4.2,115790
HP,Intel Core i5,13,8,512,0,0,Windows 11 ,15.6,0,1,4.2,65499
HP,AMD Ryzen 7,0,8,512,0,0,Windows 10 ,14.0,0,1,4.2,60990
MSI,Intel Core i9,13,32,1024,0,12,Windows 11 ,16.0,0,2,4.2,290990
ASUS,Intel Core i5,10,8,1024,0,4,Windows 11 ,15.6,0,1,4.5,67990
MSI,Intel Core i9,13,64,2048,0,16,Windows 11 ,17.3,0,2,4.2,489990
Lenovo,Intel Core i3,11,8,512,0,0,Windows 11 ,15.6,0,1,4.2,36990
ASUS,AMD Ryzen 7,0,32,0,0,0,Windows 11 ,16.0,0,1,4.2,178490
HP,Intel Core i5,13,8,512,0,0,Windows 11 ,15.0,0,1,4.2,53790
Acer,Intel Core i5,12,16,512,0,4,Windows 11 ,15.6,0,1,3.4,69000
ASUS,AMD Ryzen 7,0,16,1024,0,0,Windows 11 ,14.0,1,1,4.3,112990
MSI,Intel Core i9,13,16,1024,0,8,Windows 11 ,17.3,0,2,4.2,193990
HP,AMD Ryzen 3,0,8,512,0,0,Windows 11 ,15.6,0,1,4.3,38990
DELL,AMD Ryzen 7,0,16,512,0,6,Windows 11 ,15.0,0,1,4.2,109990
ALIENWARE,Intel Core i9,10,32,1024,0,8,Windows 10 ,15.6,0,1,4.6,325990
ASUS,Intel Core i5,11,8,1024,0,4,Windows 11 ,15.6,0,1,4.2,62990
HP,AMD Ryzen 3,0,8,512,0,0,Windows 11 ,15.6,0,1,4.3,34790
DELL,Intel Core i5,12,16,512,0,0,Windows 11 ,16.0,0,1,3.9,66890
MSI,Intel Core i7,12,32,1024,0,8,Windows 11 ,15.6,0,2,4.2,275990
MSI,Intel Core i7,13,16,1024,0,8,Windows 11 ,16.0,0,1,4.2,244990
MSI,Intel Core i9,13,16,1024,0,8,Windows 11 ,15.6,0,2,4.2,159990
MSI,Intel Core i7,11,16,1024,0,4,Windows 10 ,15.6,1,2,4.0,135990
ASUS,AMD Ryzen 5,0,16,512,0,0,Windows 11 ,14.0,0,1,4.5,74990
Acer,Intel Core i3,11,8,512,0,0,Windows 11 ,15.6,0,1,4.3,38700
DELL,Intel Core i5,11,16,512,0,0,Windows 11 ,14.0,1,1,4.2,75990
MSI,AMD Ryzen 7,7,16,1024,0,0,Windows 11 ,17.3,0,1,4.2,116990
MSI,Intel Core i7,13,8,1024,0,8,Windows 11 ,17.3,0,1,4.2,145990
MSI,AMD Ryzen 5,7,16,512,0,0,Windows 11 ,15.6,0,1,4.2,99990
ASUS,Intel Core i5,13,16,512,0,0,Windows 11 ,16.0,0,1,4.2,124990
Acer,Intel Core i9,13,16,1024,0,8,Windows 11 ,16.0,0,1,5.0,199990
DELL,AMD Ryzen 7,0,16,512,0,0,Windows 11 ,14.0,0,1,4.2,89976
HP,Intel Core i7,12,32,1024,0,8,Windows 11 ,17.3,0,1,4.2,196990
Lenovo,Intel Core i7,13,16,512,0,8,Windows 11 ,15.6,0,1,4.2,114990
DELL,Intel Core i3,11,8,512,0,0,Windows 11 ,15.6,0,1,4.0,40490
ASUS,Intel Core i3,10,4,512,0,0,Windows 11 ,15.6,0,1,4.3,34990
ASUS,AMD Ryzen 5,0,16,512,0,0,Windows 11 ,15.6,0,1,4.2,69990
ASUS,AMD Ryzen 9,0,16,1024,0,0,Windows 11 ,14.0,1,1,4.2,134990
ASUS,Other Intel Processors,0,4,128,0,0,Windows 11 ,11.6,1,1,4.3,28090
HP,Intel Core i5,13,16,1024,0,0,Windows 11 ,14.0,1,1,4.1,83999
ASUS,AMD Ryzen 7,0,16,1024,0,0,Windows 11 ,13.3,1,1,4.2,114990
MSI,Intel Core i7,13,16,1024,0,6,Windows 11 ,15.6,0,2,4.2,125990
Lenovo,AMD Ryzen 7,0,16,512,0,0,Windows 11 ,13.3,1,3,4.2,85990
MSI,Intel Core i7,10,8,256,1024,4,Windows 10 ,15.6,0,2,4.3,62990
MSI,Intel Core i9,13,64,2048,0,12,Windows 11 ,17.3,0,2,4.2,480990
Lenovo,Intel Core i7,11,16,512,0,0,Windows 11 ,15.6,0,1,4.2,86500
Vaio,AMD Ryzen 7,0,8,512,0,0,Windows 10 ,15.6,0,2,3.7,52990
MSI,Intel Core i9,13,32,2048,0,16,Windows 11 ,17.0,0,2,4.2,348990
MSI,Intel Core i7,13,16,1024,0,0,Windows 11 ,14.0,0,2,4.2,109990
DELL,Intel Core i3,11,8,256,0,0,Windows 10 ,15.6,0,1,4.0,39490
HP,AMD Ryzen 3,0,8,512,0,0,Windows 11 ,14.0,0,1,4.2,43990
MSI,Intel Core i7,13,16,2048,0,8,Windows 11 ,17.3,0,2,4.2,279990
Acer,Intel Core i7,10,16,2048,0,8,Windows 10 ,15.6,0,1,3.8,154990
Acer,Other AMD Processors,0,4,256,0,0,Windows 11 ,14.0,0,1,4.1,23490
ASUS,AMD Ryzen 9,0,32,0,0,0,Windows 11 ,16.0,0,1,4.2,391990
DELL,Intel Core i9,12,32,1024,1024,8,Windows 11 ,17.3,0,1,4.2,334990
DELL,Intel Core i5,0,16,512,0,6,Windows 11 ,15.6,0,1,4.2,95990
MSI,Intel Core i7,12,16,1024,0,8,Windows 11 ,15.6,0,2,4.2,244990
Acer,Intel Core i5,11,8,512,0,0,Windows 11 ,14.0,1,1,4.8,79990
HP,Intel Core i5,13,16,512,0,6,Windows 11 ,16.1,0,1,4.2,153625
DELL,Intel Core i3,11,8,512,0,0,Windows 11 ,15.6,0,1,4.2,45990
HP,Intel Core i5,11,8,512,0,0,Windows 11 ,15.6,0,1,4.1,58999
Lenovo,Intel Core i5,11,8,512,0,4,Windows 11 ,15.6,0,1,4.3,62990
realme,Intel Core i5,11,8,512,0,0,Windows 11 ,14.0,0,1,3.9,45999
MSI,Intel Core i5,10,8,0,1024,4,Windows 10 ,15.6,0,2,4.1,47990
ASUS,Intel Core i3,10,8,512,0,0,Windows 11 ,15.6,0,1,4.3,35500
ASUS,AMD Ryzen 7,0,16,512,0,0,Windows 11 ,16.0,0,1,4.0,62990
DELL,Intel Core i5,11,8,512,0,0,Windows 11 ,14.0,1,1,4.2,77990
DELL,Intel Core i5,13,8,512,0,0,Windows 11 ,14.0,0,1,4.2,67990
DELL,AMD Ryzen 7,0,16,1024,0,8,Windows 11 ,15.6,0,1,4.2,146990
DELL,Intel Core i5,10,8,512,0,0,Windows 10 ,13.3,0,1,4.2,104100
HP,Intel Core i7,10,16,512,0,0,Windows 10 ,13.3,1,1,4.2,239759
ASUS,AMD Ryzen 7,0,16,512,0,0,Windows 11 ,15.6,0,1,4.2,74990
ASUS,Intel Core i5,12,16,512,0,0,Windows 11 ,15.6,0,1,4.2,53990
MSI,AMD Ryzen 7,7,16,1024,0,6,Windows 11 ,15.6,0,1,4.2,109990
DELL,AMD Ryzen 5,0,16,512,0,0,Windows 11 ,16.0,0,1,4.2,60990
Acer,Intel Core i5,11,8,512,0,0,Windows 11 ,15.6,0,1,4.3,50050
GIGABYTE,Intel Core i5,12,16,512,0,4,Windows 11 ,15.6,0,2,4.0,69990
MSI,Intel Core i7,12,8,1024,0,8,Windows 11 ,17.3,0,1,4.2,111990
ASUS,AMD Ryzen 9,0,32,1024,0,0,Windows 11 ,14.0,0,1,4.0,176990
HP,Intel Core i9,12,32,2048,0,16,Windows 11 ,17.3,0,1,4.2,295500
HP,AMD Ryzen 5,0,16,512,0,4,Windows 11 ,15.6,0,1,4.2,67490
DELL,Intel Core i5,11,8,256,1024,2,Windows 11 ,15.6,0,1,4.1,62990
DELL,Intel Core i5,0,8,512,0,6,Windows 11 ,15.6,0,1,4.2,88480
ASUS,Intel Core i9,11,16,512,0,0,Windows 11 ,15.6,0,1,3.8,79990
ASUS,AMD Ryzen 9,0,32,2048,0,0,Windows 11 ,16.0,0,1,4.2,429990
HP,Intel Core i5,12,8,512,0,0,Windows 11 ,15.6,0,1,4.2,59990
DELL,AMD Ryzen 7,0,16,512,0,4,Windows 11 ,15.6,0,1,4.2,105990
ASUS,AMD Ryzen 7,0,16,1024,0,4,Windows 11 ,15.6,0,1,4.2,82774
Infinix,Intel Core i3,11,8,512,0,0,Windows 11 ,15.4,0,1,4.2,33990
ASUS,Intel Core i7,11,16,1024,0,4,Windows 10 ,15.6,0,1,4.5,94990
HP,Intel Core i3,11,8,512,0,0,Windows 11 ,14.0,0,1,4.3,35490
Lenovo,Intel Core i7,12,16,1024,0,4,Windows 11 ,14.5,1,3,4.2,142999
MSI,Intel Core i7,11,8,512,0,4,Windows 10 ,15.6,0,2,4.3,72990
Acer,Intel Core i5,8,8,512,0,4,Windows 10 ,15.6,0,1,4.2,92990
DELL,Intel Core i7,11,16,512,0,4,Windows 11 ,15.6,0,1,4.5,99000
MSI,Intel Core i7,11,16,512,0,4,Windows 10 ,15.6,0,2,4.6,94990
Acer,AMD Ryzen 5,0,8,512,0,0,Windows 11 ,14.0,0,1,4.2,54990
HP,Intel Core i7,11,16,1024,0,4,Windows 11 ,16.1,0,1,1.0,113990
DELL,AMD Ryzen 7,0,16,512,0,6,Windows 11 ,15.6,0,1,3.6,104990
HP,Intel Core i7,12,16,1024,0,4,Windows 11 ,16.1,0,1,4.2,129777
Lenovo,Intel Core i5,12,8,512,0,0,Windows 11 ,15.6,0,1,4.2,49800
ASUS,AMD Ryzen 9,0,32,2048,0,0,Windows 11 ,16.0,0,1,4.2,379990
Acer,Intel Core i5,11,8,512,0,0,Windows 11 ,14.0,0,1,4.6,58900
DELL,AMD Ryzen 7,0,16,512,0,4,Windows 10 ,15.6,0,1,4.4,86990
HP,Intel Core i7,11,16,1024,0,8,Windows 10 ,16.1,0,1,4.2,166499
Lenovo,AMD Ryzen 5,0,16,512,0,0,Windows 11 ,14.0,1,1,4.2,92290
Lenovo,AMD Ryzen 3,0,8,512,0,0,Windows 11 ,15.6,0,2,4.1,36990
ASUS,Intel Core i9,12,32,1024,0,16,Windows 11 ,15.6,0,1,5.0,279000
MSI,Intel Core i5,12,8,512,0,0,Windows 11 ,13.3,0,2,4.2,84990
DELL,Intel Core i5,12,16,512,0,0,Windows 11 ,16.0,1,1,3.0,88490
Acer,Other Intel Processors,0,4,256,0,0,Windows 11 ,14.0,0,1,3.7,37990
ASUS,Intel Core i5,11,8,256,1024,0,Windows 11 ,15.6,0,1,4.2,61990
ASUS,Intel Core i5,12,16,512,0,0,Windows 11 ,15.6,0,1,4.2,69990
Acer,Intel Core i5,8,8,256,0,0,Windows 10 ,13.3,0,1,3.6,55490
ASUS,AMD Ryzen 5,0,16,512,0,0,Windows 11 ,15.6,0,1,4.8,66320
DELL,Intel Core i7,12,16,512,0,6,Windows 11 ,15.0,0,1,4.2,112390
MSI,Intel Core i7,13,16,1024,0,4,Windows 11 ,16.0,0,2,4.2,144990
ASUS,AMD Ryzen 5,0,16,512,0,0,Windows 10 ,17.3,0,1,3.2,53990
Acer,Intel Core i7,12,16,512,1024,4,Windows 11 ,15.6,0,1,4.2,99990
DELL,AMD Ryzen 7,0,16,512,0,4,Windows 11 ,15.6,0,1,4.3,85990
MSI,Intel Core i7,12,16,1024,0,8,Windows 11 ,17.3,0,2,4.2,145990
DELL,AMD Ryzen 9,0,16,1024,0,6,Windows 11 ,15.0,0,1,4.2,136990
HP,Intel Core i3,11,8,0,1024,0,Windows 10 ,15.6,0,1,4.1,39600
Lenovo,AMD Ryzen 7,0,16,1024,0,6,Windows 11 ,16.0,0,3,4.2,142990
ASUS,Intel Core i5,13,16,512,0,0,Windows 11 ,15.6,0,1,4.2,117990
DELL,Intel Core i5,11,8,512,0,0,Windows 11 ,15.6,0,1,4.1,49990
HP,AMD Ryzen 5,0,8,512,0,4,Windows 11 ,15.6,0,1,4.3,55890
GIGABYTE,Intel Core i5,12,8,512,0,6,Windows 11 ,15.6,0,2,4.2,136100
ASUS,Intel Core i9,12,32,2048,0,0,Windows 11 ,17.3,0,1,4.2,269990
Lenovo,AMD Ryzen 7,0,8,512,0,4,Windows 10 ,15.6,0,1,4.4,76990
ASUS,AMD Ryzen 5,0,16,512,0,0,Windows 11 ,15.6,0,1,4.2,73990
HP,Intel Core i7,12,16,512,0,4,Windows 11 ,15.6,0,1,4.2,94455
Lenovo,AMD Ryzen 5,0,8,512,0,0,Windows 11 ,15.6,0,1,3.9,47499
MSI,Intel Core i7,13,16,1024,0,6,Windows 11 ,17.3,0,2,4.6,125990
DELL,Intel Core i7,11,16,512,0,4,Windows 10 ,15.6,0,1,4.3,92990
DELL,Intel Core i3,12,8,512,0,0,Windows 11 ,14.0,1,1,3.9,58999
DELL,AMD Ryzen 5,0,16,512,0,0,Windows 11 ,14.0,0,1,4.2,56990
Lenovo,AMD Ryzen 7,0,32,1024,0,8,Windows 11 ,16.0,0,3,4.2,163791
ASUS,AMD Ryzen 7,0,16,1024,0,4,Windows 11 ,13.4,1,1,4.2,127990
ASUS,Intel Core i9,12,32,1024,0,0,Windows 11 ,14.5,1,1,5.0,159990
DELL,AMD Ryzen 7,0,16,512,0,6,Windows 11 ,15.6,0,1,4.2,109490
ASUS,AMD Ryzen 9,0,16,1024,0,0,Windows 11 ,15.6,0,1,4.2,151990
ASUS,Intel Core i7,12,16,1024,0,4,Windows 11 ,17.3,0,1,4.2,114990
HP,Intel Core i5,12,16,512,0,0,Windows 11 ,15.6,0,1,4.2,63556
Acer,Intel Core i5,11,4,512,0,2,Windows 10 ,15.6,0,1,4.2,52490
Lenovo,Intel Core i3,11,8,256,0,0,Windows 11 ,15.6,0,1,4.2,37000
ASUS,AMD Ryzen 5,0,8,1024,0,0,Windows 10 ,14.1,0,1,4.2,52990
ASUS,AMD Ryzen 7,0,16,1024,0,0,Windows 11 ,13.4,1,1,4.2,227990
DELL,Intel Core i7,11,16,512,0,4,Windows 11 ,15.6,0,1,4.1,103490
MSI,Intel Core i7,12,16,1024,0,8,Windows 11 ,17.3,0,2,4.2,125990
Acer,AMD Ryzen 7,0,16,1024,0,0,Windows 11 ,16.0,0,1,4.2,138999
Lenovo,Intel Core i3,12,8,512,0,0,Windows 11 ,15.6,0,2,4.2,45964
ASUS,AMD Ryzen 7,0,16,1024,0,0,Windows 11 ,16.0,1,1,4.7,129990
Lenovo,AMD Ryzen 7,0,32,1024,0,8,Windows 11 ,16.0,0,3,4.2,161990
HP,Intel Core i5,12,8,512,0,0,Windows 11 ,13.3,1,1,4.1,78990
ASUS,Intel Core i7,12,16,1024,0,4,Windows 11 ,15.6,0,1,4.2,99850
DELL,Intel Core i5,11,8,512,0,0,Windows 11 ,15.6,0,1,4.0,53490
Lenovo,Intel Core i7,12,16,512,0,6,Windows 11 ,16.0,0,1,4.5,156990
HP,Intel Core i5,11,8,512,0,0,Windows 10 ,14.0,0,1,4.2,58249
ASUS,AMD Ryzen 7,0,16,1024,0,0,Windows 11 ,14.0,0,1,4.2,106990
HP,AMD Ryzen 7,0,16,512,0,6,Windows 11 ,16.1,0,1,3.8,95990
HP,Intel Core i5,12,8,512,0,0,Windows 11 ,14.0,0,1,4.2,62700
HP,Intel Core i5,12,8,512,0,0,Windows 11 ,15.6,0,1,3.9,60500
DELL,Intel Core i5,12,8,512,0,1,Windows 11 ,15.6,0,1,4.2,58490
Acer,Intel Core i5,8,8,512,0,0,Windows 10 ,14.0,0,1,4.0,64990
Lenovo,Intel Core i3,10,8,512,0,0,Windows 10 ,15.6,0,2,4.3,38499
DELL,Intel Core i3,10,4,256,0,0,Windows 10 ,14.0,0,1,4.3,36000
Acer,AMD Ryzen 5,0,8,256,0,0,Windows 11 ,14.0,0,1,4.2,32990
Acer,Intel Core i7,12,16,1024,0,0,Windows 11 ,14.0,1,1,4.2,129990
Lenovo,AMD Ryzen 5,0,8,512,0,4,Windows 10 ,15.6,0,1,3.8,66490
HP,AMD Ryzen 3,0,8,512,0,0,Windows 11 ,14.0,0,1,4.2,28990
HP,Intel Core i3,12,8,512,0,0,Windows 11 ,15.6,0,1,4.5,53750
Lenovo,AMD Ryzen 3,3,8,512,0,0,Windows 11 ,15.6,0,1,4.2,37390
HP,AMD Ryzen 5,0,8,512,0,4,Windows 11 ,15.6,0,1,4.4,69990
